Doc_Page_Sen_ID,Sentence
0046|0035|0015,ระบบการชำระเงิน (ค) เคยต้องคำพิพากษาถึงที่สุดว่ากระทำความผิดฐานฟอกเงิน หรือเคยต้องคำพิพากษา หรือคำสั่งของศาลให้ทรัพย์ตกเป็นของแผ่นดิน ตามกฎหมายว่าด้วยการป้องกันและปราบปรามการฟอกเงิน หรือเป็นบุคคลที่ถูกกําหนดให้เป็นผู้ที่มีการกระทำอันเป็นการก่อการร้ายหรือการแพร่ขยายอาวุธ ที่มีอานุภาพทำลายล้างสูง หรือเคยต้องคำพิพากษาถึงที่สุดว่ากระทำความผิดฐานสนับสนุนทางการเงิน แก่การก่อการร้ายหรือการแพร่ขยายอาวุธที่มีอานุภาพทำลายล้างสูง ตามกฎหมายว่าด้วยการป้องกัน และปราบปรามการ
0046|0035|0016,ฟอกเงิน หรือเคยต้องคำพิพากษา หรือคำสั่งของศาลให้ทรัพย์ตกเป็นของแผ่นดิน ตามกฎหมายว่าด้วยการป้องกันและปราบปรามการฟอกเงิน หรือเป็นบุคคลที่ถูกกําหนดให้เป็นผู้ที่มีการกระทำอันเป็นการก่อการร้ายหรือการแพร่ขยายอาวุธ ที่มีอานุภาพทำลายล้างสูง หรือเคยต้องคำพิพากษาถึงที่สุดว่ากระทำความผิดฐานสนับสนุนทางการเงิน แก่การก่อการร้ายหรือการแพร่ขยายอาวุธที่มีอานุภาพทำลายล้างสูง ตามกฎหมายว่าด้วยการป้องกัน และปราบปรามการสนับสนุนทางการเงินแก่การก่อการร้ายและการแพร่ขยายอาวุธที่มี
0046|0035|0017,ทรัพย์ตกเป็นของแผ่นดิน ตามกฎหมายว่าด้วยการป้องกันและปราบปรามการฟอกเงิน หรือเป็นบุคคลที่ถูกกําหนดให้เป็นผู้ที่มีการกระทำอันเป็นการก่อการร้ายหรือการแพร่ขยายอาวุธ ที่มีอานุภาพทำลายล้างสูง หรือเคยต้องคำพิพากษาถึงที่สุดว่ากระทำความผิดฐานสนับสนุนทางการเงิน แก่การก่อการร้ายหรือการแพร่ขยายอาวุธที่มีอานุภาพทำลายล้างสูง ตามกฎหมายว่าด้วยการป้องกัน และปราบปรามการสนับสนุนทางการเงินแก่การก่อการร้ายและการแพร่ขยายอาวุธที่มีอานุภาพ ทําลายล้างสูง หรือ (ง) เคยเป็นผู้ประกอบธุรกิจ
0046|0035|0018,หรือเป็นบุคคลที่ถูกกําหนดให้เป็นผู้ที่มีการกระทำอันเป็นการก่อการร้ายหรือการแพร่ขยายอาวุธ ที่มีอานุภาพทำลายล้างสูง หรือเคยต้องคำพิพากษาถึงที่สุดว่ากระทำความผิดฐานสนับสนุนทางการเงิน แก่การก่อการร้ายหรือการแพร่ขยายอาวุธที่มีอานุภาพทำลายล้างสูง ตามกฎหมายว่าด้วยการป้องกัน และปราบปรามการสนับสนุนทางการเงินแก่การก่อการร้ายและการแพร่ขยายอาวุธที่มีอานุภาพ ทําลายล้างสูง หรือ (ง) เคยเป็นผู้ประกอบธุรกิจทางการเงินและระบบการชำระเงินโดยไม่ได้รับอนุญาตหรือ ขึ้นทะเบียน
0046|0035|0020,มีอานุภาพทำลายล้างสูง หรือเคยต้องคำพิพากษาถึงที่สุดว่ากระทำความผิดฐานสนับสนุนทางการเงิน แก่การก่อการร้ายหรือการแพร่ขยายอาวุธที่มีอานุภาพทำลายล้างสูง ตามกฎหมายว่าด้วยการป้องกัน และปราบปรามการสนับสนุนทางการเงินแก่การก่อการร้ายและการแพร่ขยายอาวุธที่มีอานุภาพ ทําลายล้างสูง หรือ (ง) เคยเป็นผู้ประกอบธุรกิจทางการเงินและระบบการชำระเงินโดยไม่ได้รับอนุญาตหรือ ขึ้นทะเบียนตามที่กฎหมายกำหนด และมีพฤติกรรมอันเป็นการกระทำอันไม่เป็นธรรมหรือเอารัดเอาเปรียบ ผู้บริโภค (๔) ผู้ถือหุ้นรายใหญ่ กรรมการ
0046|0036|0003,กรณีที่มีความจําเป็นเร่งด่วน ให้ธนาคาร แห่งประเทศไทยมีอำนาจสั่งให้ผู้ประกอบธุรกิจระงับการดำเนินงานทั้งหมดหรือแต่บางส่วนเป็นการชั่วคราว ภายในระยะเวลาที่กำหนดเพื่อดำเนินการแก้ไขให้ถูกต้อง และให้รายงานให้รัฐมนตรีทราบการสั่งการ และผลการดำเนินการตามการสั่งการโดยไม่ชักช้า แต่ทั้งนี้ ต้องไม่เกินกว่าสามสิบวันนับแต่วันสั่งการ หรือทราบผลการดำเนินการ ในการนี้ ธนาคารแห่งประเทศไทยจะกำหนดหลักเกณฑ์ วิธีการ หรือเงื่อนไขใด ๆ ให้ผู้ประกอบธุรกิจปฏิบัติ
0046|0036|0007,สั่งการ และผลการดำเนินการตามการสั่งการโดยไม่ชักช้า แต่ทั้งนี้ ต้องไม่เกินกว่าสามสิบวันนับแต่วันสั่งการ หรือทราบผลการดำเนินการ ในการนี้ ธนาคารแห่งประเทศไทยจะกำหนดหลักเกณฑ์ วิธีการ หรือเงื่อนไขใด ๆ ให้ผู้ประกอบธุรกิจปฏิบัติด้วยก็ได้ หากผู้ประกอบธุรกิจยังคงฝ่าฝืนไม่ดำเนินการตามคำสั่งของธนาคารแห่งประเทศไทยตามความ ในวรรคสอง หรือเป็นกรณีที่ธนาคารแห่งประเทศไทยมิอาจสั่งให้ดำเนินการตามความในวรรคสองได้ หรือไม่มีธุรกรรมตามที่ได้รับอนุญาตเป็นระยะเวลาสองปี
0046|0036|0008,ชักช้า แต่ทั้งนี้ ต้องไม่เกินกว่าสามสิบวันนับแต่วันสั่งการ หรือทราบผลการดำเนินการ ในการนี้ ธนาคารแห่งประเทศไทยจะกำหนดหลักเกณฑ์ วิธีการ หรือเงื่อนไขใด ๆ ให้ผู้ประกอบธุรกิจปฏิบัติด้วยก็ได้ หากผู้ประกอบธุรกิจยังคงฝ่าฝืนไม่ดำเนินการตามคำสั่งของธนาคารแห่งประเทศไทยตามความ ในวรรคสอง หรือเป็นกรณีที่ธนาคารแห่งประเทศไทยมิอาจสั่งให้ดำเนินการตามความในวรรคสองได้ หรือไม่มีธุรกรรมตามที่ได้รับอนุญาตเป็นระยะเวลาสองปีติดต่อกัน รัฐมนตรีโดยคำแนะนำของธนาคาร แห่งประเทศไทย อาจ
0046|0036|0022,ขออนุญาตตามวรรคหนึ่ง ให้ธนาคารแห่งประเทศไทยพิจารณาเสนอความเห็น ต่อรัฐมนตรีโดยไม่ชักช้า แต่ต้องไม่เกินสามสิบวันทำการนับแต่วันที่ได้รับคำขออนุญาต และเอกสาร ครบถ้วนถูกต้อง ให้รัฐมนตรีโดยคำแนะนำของธนาคารแห่งประเทศไทยพิจารณาและอาจมีคำสั่งว่าจะควรอนุญาต ให้เลิกประกอบธุรกิจได้เมื่อใด ภายใต้เงื่อนไขและวิธีการอย่างใด ทั้งนี้ ให้พิจารณาให้แล้วเสร็จภายใน สามสิบวันทำการนับแต่วันที่ได้รับความเห็นจากธนาคารแห่งประเทศไทยตามวรรคสอง เว้นแต่มีเหตุ จำเป็นไม่อาจพิจารณาให้แล้วเสร็จ
0046|0036|0028,สามสิบวันทำการนับแต่วันที่ได้รับความเห็นจากธนาคารแห่งประเทศไทยตามวรรคสอง เว้นแต่มีเหตุ จำเป็นไม่อาจพิจารณาให้แล้วเสร็จภายในระยะเวลาดังกล่าว ให้รัฐมนตรีมีหนังสือแจ้งผู้ประกอบธุรกิจทราบ ก่อนครบกำหนดดังกล่าว ในการนี้ ให้ขยายระยะเวลาการพิจารณาออกไปได้อีก ไม่เกินสามสิบวันทำการ นับแต่วันครบกําหนดเวลาดังกล่าว ข้อ ๑๙ ให้ธนาคารแห่งประเทศไทยมีอำนาจแต่งตั้งพนักงานธนาคารแห่งประเทศไทย เป็นพนักงานเจ้าหน้าที่ เพื่อปฏิบัติการให้เป็นไปตามประกาศของคณะปฏิวัติ ฉบับที่ ๕๘ ลงวันที่ ๒๖ มกราคม ๒๕๑๕ และประกาศนี้ รวมทั้ง
0046|0037|0001,กรกฎาคม ๒๕๖๓ ในประกาศนี้ และการดำเนินคดีสำหรับความผิดตามประกาศของคณะปฏิวัติ ฉบับที่ ๕๘ ลงวันที่ ๒๖ มกราคม ๒๕๑๕ ข้อ ๒๐ เมื่อพนักงานเจ้าหน้าที่ร้องขอ ผู้ประกอบธุรกิจต้องมาให้ถ้อยคำหรือแสดงสมุดบัญชี เอกสารและหลักฐานอื่น รวมถึงต้องจัดให้ผู้ถือหุ้นรายใหญ่ กรรมการ ผู้มีอำนาจในการจัดการ พนักงาน ลูกจ้าง หรือผู้ (ฝ่ายงาน) บัญชีของผู้ประกอบธุรกิจ หรือบริษัทแม่ หรือกรรมการ หุ้นส่วนผู้จัดการ หรือผู้มีอำนาจในการจัดการของบริษัทแม่ของผู้ประกอบธุรกิจ มาให้ถ้อยคำหรือแสดงสมุดบัญชีเอกสาร และ
0046|0037|0002,ตามประกาศของคณะปฏิวัติ ฉบับที่ ๕๘ ลงวันที่ ๒๖ มกราคม ๒๕๑๕ ข้อ ๒๐ เมื่อพนักงานเจ้าหน้าที่ร้องขอ ผู้ประกอบธุรกิจต้องมาให้ถ้อยคำหรือแสดงสมุดบัญชี เอกสารและหลักฐานอื่น รวมถึงต้องจัดให้ผู้ถือหุ้นรายใหญ่ กรรมการ ผู้มีอำนาจในการจัดการ พนักงาน ลูกจ้าง หรือผู้ (ฝ่ายงาน) บัญชีของผู้ประกอบธุรกิจ หรือบริษัทแม่ หรือกรรมการ หุ้นส่วนผู้จัดการ หรือผู้มีอำนาจในการจัดการของบริษัทแม่ของผู้ประกอบธุรกิจ มาให้ถ้อยคำหรือแสดงสมุดบัญชีเอกสาร และหลักฐานอื่น อันเกี่ยวกับกิจการของผู้ประกอบธุรกิจนั้น ตามความประสงค์
0046|0037|0008,ของผู้ประกอบธุรกิจ มาให้ถ้อยคำหรือแสดงสมุดบัญชีเอกสาร และหลักฐานอื่น อันเกี่ยวกับกิจการของผู้ประกอบธุรกิจนั้น ตามความประสงค์ของพนักงานเจ้าหน้าที่ ข้อ ๒๑ เพื่อให้การกำกับดูแลเป็นไปอย่างมีประสิทธิภาพ ให้ธนาคารแห่งประเทศไทย แจ้งหลักเกณฑ์ วิธีการ หรือเงื่อนไขที่ธนาคารแห่งประเทศไทยกำห (ฝ่ายงาน) ามประกาศนี้ ต่อรัฐมนตรี และให้ส่งสำเนารายงานตามที่ผู้ประกอบธุรกิจรายงานต่อธนาคารแห่งประเทศไทยแก่กระทรวงการคลัง ข้อ ๒๒ ให้ถือว่าผู้ประกอบธุรกิจที่ได้รับอนุญาตให้ประกอบธุรกิจอยู่แล้วในวันก่อนวันที่ ข้อ ๒๓ ผู้ประกอบธุรกิจที่ได้รับอนุญาตให้ประกอบธุรกิจใน
0046|0037|0009,หลักฐานอื่น อันเกี่ยวกับกิจการของผู้ประกอบธุรกิจนั้น ตามความประสงค์ของพนักงานเจ้าหน้าที่ ข้อ ๒๑ เพื่อให้การกำกับดูแลเป็นไปอย่างมีประสิทธิภาพ ให้ธนาคารแห่งประเทศไทย แจ้งหลักเกณฑ์ วิธีการ หรือเงื่อนไขที่ธนาคารแห่งประเทศไทยกำห (ฝ่ายงาน) ามประกาศนี้ ต่อรัฐมนตรี และให้ส่งสำเนารายงานตามที่ผู้ประกอบธุรกิจรายงานต่อธนาคารแห่งประเทศไทยแก่กระทรวงการคลัง ข้อ ๒๒ ให้ถือว่าผู้ประกอบธุรกิจที่ได้รับอนุญาตให้ประกอบธุรกิจอยู่แล้วในวันก่อนวันที่ ข้อ ๒๓ ผู้ประกอบธุรกิจที่ได้รับอนุญาตให้ประกอบธุรกิจในวันก่อนวันที่ประกาศนี้มีผลใช้บังคับ ตามข้อ ๒๒
0046|0037|0014,๒๒ ให้ถือว่าผู้ประกอบธุรกิจที่ได้รับอนุญาตให้ประกอบธุรกิจอยู่แล้วในวันก่อนวันที่ ข้อ ๒๓ ผู้ประกอบธุรกิจที่ได้รับอนุญาตให้ประกอบธุรกิจในวันก่อนวันที่ประกาศนี้มีผลใช้บังคับ ตามข้อ ๒๒ ที่มีลักษณะต้องห้ามตามที่กำหนดในประกาศนี้ หรือมีผู้ถือหุ้นรายใหญ่ กรรมการ หรือผู้มีอำนาจในการจัดการของผู้ประกอบธุรกิจ หรือกรรมการ หุ้นส่วนผู้จัดการ หรือผู้มีอำนาจ ในการจัดการของบริษัทแม่ของผู้ประกอบธุรกิจ ซึ่งมีลักษณะต้องห้ามตามที่กำหนดในประกาศนี้ ประกาศนี้มีผลใช้บังคับเป็นผู้ประกอบธุรกิจ
0046|0037|0015,วันก่อนวันที่ ข้อ ๒๓ ผู้ประกอบธุรกิจที่ได้รับอนุญาตให้ประกอบธุรกิจในวันก่อนวันที่ประกาศนี้มีผลใช้บังคับ ตามข้อ ๒๒ ที่มีลักษณะต้องห้ามตามที่กำหนดในประกาศนี้ หรือมีผู้ถือหุ้นรายใหญ่ กรรมการ หรือผู้มีอำนาจในการจัดการของผู้ประกอบธุรกิจ หรือกรรมการ หุ้นส่วนผู้จัดการ หรือผู้มีอำนาจ ในการจัดการของบริษัทแม่ของผู้ประกอบธุรกิจ ซึ่งมีลักษณะต้องห้ามตามที่กำหนดในประกาศนี้ ประกาศนี้มีผลใช้บังคับเป็นผู้ประกอบธุรกิจที่ได้รับอนุญาตตามประกาศนี้ ให้ผู้ประกอบธุรกิจดังกล่าวดำเนินการแก้ไข
0046|0037|0021,ในประกาศนี้ ประกาศนี้มีผลใช้บังคับเป็นผู้ประกอบธุรกิจที่ได้รับอนุญาตตามประกาศนี้ ให้ผู้ประกอบธุรกิจดังกล่าวดำเนินการแก้ไขให้ถูกต้องภายในหนึ่งร้อยแปดสิบวันนับแต่วันที่ประกาศนี้ มีผลใช้บังคับ ทั้งนี้ ให้ผู้ประกอบธุรกิจที่ได้รับอนุญาตให้ประกอบธุรกิจในวันก่อนวันที่ประกาศนี้มีผลใช้บังคับ ตามข้อ ๒๒ แจ้งข้อมูลเกี่ยวกับผู้ถือหุ้นรายใหญ่ กรรมการ และผู้มีอำนาจในการจัดการของผู้ประกอบ ธุรกิจ และกรรมการ หุ้นส่วนผู้จัดการ และผู้มีอำนาจในการจัดการของบริษัทแม่ของผู้ประกอบธุรกิจ ตามที่
0046|0037|0022,ที่ได้รับอนุญาตตามประกาศนี้ ให้ผู้ประกอบธุรกิจดังกล่าวดำเนินการแก้ไขให้ถูกต้องภายในหนึ่งร้อยแปดสิบวันนับแต่วันที่ประกาศนี้ มีผลใช้บังคับ ทั้งนี้ ให้ผู้ประกอบธุรกิจที่ได้รับอนุญาตให้ประกอบธุรกิจในวันก่อนวันที่ประกาศนี้มีผลใช้บังคับ ตามข้อ ๒๒ แจ้งข้อมูลเกี่ยวกับผู้ถือหุ้นรายใหญ่ กรรมการ และผู้มีอำนาจในการจัดการของผู้ประกอบ ธุรกิจ และกรรมการ หุ้นส่วนผู้จัดการ และผู้มีอำนาจในการจัดการของบริษัทแม่ของผู้ประกอบธุรกิจ ตามที่ธนาคารแห่งประเทศไทยกำหนดในคู่มือประชาชน ให้ธนาคารแห่งประเทศไทยทราบภายในหกสิบ
0046|0037|0023,ให้ถูกต้องภายในหนึ่งร้อยแปดสิบวันนับแต่วันที่ประกาศนี้ มีผลใช้บังคับ ทั้งนี้ ให้ผู้ประกอบธุรกิจที่ได้รับอนุญาตให้ประกอบธุรกิจในวันก่อนวันที่ประกาศนี้มีผลใช้บังคับ ตามข้อ ๒๒ แจ้งข้อมูลเกี่ยวกับผู้ถือหุ้นรายใหญ่ กรรมการ และผู้มีอำนาจในการจัดการของผู้ประกอบ ธุรกิจ และกรรมการ หุ้นส่วนผู้จัดการ และผู้มีอำนาจในการจัดการของบริษัทแม่ของผู้ประกอบธุรกิจ ตามที่ธนาคารแห่งประเทศไทยกำหนดในคู่มือประชาชน ให้ธนาคารแห่งประเทศไทยทราบภายในหกสิบวัน นับแต่วันที่ประกาศนี้มีผลใช้บังคับ ข้อ ๒๔
0046|0041|0031,ขอบเขตสินเชื่อที่มีทะเบียนรถ เป็นประกัน ให้หมายรวมถึง การให้กู้ยืมเงินแก่บุคคลที่เป็นเจ้าของกรรมสิทธิ์ในรถ โดยผู้ประกอบธุรกิจมีการ รับสมุดคู่มือจดทะเบียนรถ หรือจัดให้มีสัญญา เอกสาร หรือหลักฐานอื่นใดเพื่อให้เจ้าของกรรมสิทธิ์ในรถโอน ทะเบียนรถไว้ล่วงหน้า เพื่อเป็นประกันการชำระหนี้ หรือจัดให้มีสัญญา เอกสาร หรือหลักฐานอื่นใด เพื่อให้ ผู้ประกอบธุรกิจสามารถนำรถที่เป็นกรรมสิทธิ์ของลูกหนี้ไปขายหรือดำเนินการอื่นใดเพื่อ
0046|0048|0029,กระแสเงินสด ดังกล่าว (เช่น กําไรของกิจการแต่ละประเภทธุรกิจ) และสัดส่วนความเป็นเจ้าของกิจการ นอกจากนี้ ผู้ประกอบธุรกิจต้องพิสูจน์ได้ว่า รายได้ของกิจการดังกล่าวมีความเชื่อมโยงหรือเป็นรายได้ของ ผู้ขอสินเชื่อได้อย่างชัดเจน และต้องมีเอกสารหลักฐานประกอบเพิ่มเติมที่สามารถแสดงได้ว่า กิจการดังกล่าว มีการดำเนินธุรกิจจริง เช่น มีบัญชีเงินฝากของกิจการที่มีกระแสเงินสดหมุนเวียน ซึ่งผู้ประกอบธุรกิจต้องพิจารณาว่า ผู้ขอสินเชื่อมีรายได้เพียงพอ
0046|0052|0014,และหน้าที่ของผู้รับผิดชอบ ในการอนุมัติวงเงินชั่วคราวกรณีฉุกเฉินดังกล่าวไว้อย่างชัดเจน ประกาศธนาคารแห่งประเทศไทยไม่ได้กำหนดลักษณะเหตุการณ์ไว้เป็นการเฉพาะ อย่างไรก็ตาม เหตุการณ์ดังกล่าว ควรเป็นเหตุการณ์ที่เกิดขึ้นอย่างฉุกเฉิน และผู้บริโภคมีความจำเป็นต้องการใช้เงินเพราะเป็นสิ่งที่สำคัญและ จําเป็นต่อการดำรงชีพ เช่น การจ่ายชำระค่ารักษาพยาบาลฉุกเฉิน การจ่ายชำระค่าซ่อมแซมบ้านอันเนื่องมาจาก เหตุภัยพิบัติ ทั้งนี้ ผู้ประกอบธุรกิจต้องกำหนดนโยบายการให้วงเงินชั่วคราวกรณีดังกล่าวไว้อย่างชัดเจนเป็น
0046|0056|0019,) นอกเหนือจากการ download แบบรายงาน excel file แล้ว ผู้ประกอบธุรกิจจำเป็นต้องศึกษาเอกสารอื่น และคำอธิบายต่าง ๆ ที่เกี่ยวข้องเพื่อประกอบการจัดทำข้อมูล ทั้งนี้ ขอให้ผู้ประกอบธุรกิจจัดทำข้อมูลโดย อ้างอิงจากเอกสารที่ได้รับการปรับปรุงล่าสุดเสมอ (version ล่าสุด) ซึ่งหาก ธปท. ทําการแก้ไขรายละเอียดของเอกสารที่เกี่ยวข้องข้างต้น ธปท. จะเผยแพร่บนเว็บไซต์ตาม Link ข้างต้น พร้อม คำอธิบายวันที่มีผลบังคับใช้และวันที่เผยแพร่ ให้ผู้ประกอบธุรกิจสินเชื่อส่วนบุคคลภายใต้การกำกับที่มิใช่สถาบันการเงินรายงานข้อมูลใน
0047|0001|0017,ดี ในการดำเนินธุรกิจ (Good Corporate Governance) รวมถึงเพื่อปรับลดอัตรารวมสูงสุดของดอกเบี้ย เบี้ยปรับ ค่าปรับ ค่าบริการ และค่าธรรมเนียมใด ๆ ที่สถาบันการเงินและผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบ อาชีพภายใต้การกำกับที่มิใช่สถาบันการเงินอาจเรียกเก็บจากลูกหนี้เหลือร้อยละ 33 ต่อปี (effective rate) ตามที่ พ.ร.บ. ธุรกิจสถาบันการเงิน พ.ศ. 2551 และที่แก้ไขเพิ่มเติม และประกาศกระทรวงการคลังว่าด้วย กิจการที่ต้องขออนุญาตตามข้อ 5 แห่งประกาศของคณะปฏิวัติ
0047|0002|0001,(ฝ่ายงาน) .(วันที่)เรื่อง การกำหนดหลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ ลง (วันที่)2. ประกาศกระทรวงการคลัง เรื่อง กิจการที่ต้องขออนุญาตตามข้อ 5 แห่งประกาศของ คณะปฏิวัติ ฉบับที่ 58 (เรื่อง สินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ) ลง (วันที่)ฝ่ายนโยบายการกำกับสถาบันการเงิน(เบอร์โทร)(เบอร์โทร)หมายเหตุ [] ธนาคารจัดให้มีการประชุมชี้แจงในวันที่ [x]
0047|0003|0029,ต่อปี (effective rate) ตามที่ พ.ร.บ. ธุรกิจสถาบันการเงิน พ.ศ. 2551 และ ที่แก้ไขเพิ่มเติม และประกาศกระทรวงการคลังว่าด้วยกิจการที่ต้องขออนุญาตตามข้อ 5 แห่งประกาศของ คณะปฏิวัติ ฉบับที่ 58 (เรื่อง สินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ) กำหนดให้ ธนาคารแห่งประเทศไทยมีอำนาจกำหนดหลักเกณฑ์เกี่ยวกับอัตรารวมสูงสุดของดอกเบี้ย เบี้ยปรับ ค่าปรับ ค่าบริการ และค่าธรรมเนียมใด ๆ ที่สถาบันการเงินและผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อ การประกอบอาชีพภายใต้การกำกับที่มิใช่สถาบันการเงินอาจเรียกเก็บจาก
0047|0004|0003,พ.ศ. 2551 ธนาคารแห่งประเทศไทยออกข้อกำหนด เกี่ยวกับหลักเกณฑ์ วิธีการ และเงื่อนไขในการประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้ การกำกับ ให้ธนาคารพาณิชย์และบริษัทเงินทุนปฏิบัติตามที่กำหนดในประกาศฉบับนี้ 2.2 อาศัยอำนาจตามความในข้อ 2 ข้อ 4 ข้อ 8 ข้อ 11 ข้อ 12 ข้อ 17 และข้อ 21 แห่ง ประกาศกระทรวงการคลังว่าด้วยกิจการที่ต้องขออนุญาตตามข้อ 5 แห่งประกาศของคณะปฏิวัติ ฉบับที่ 58 (เรื่อง สินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ) ธนาคารแห่งประเทศไทย
0047|0004|0028,. ขอบเขตการบังคับใช้ ประกาศฉบับนี้ให้ใช้บังคับกับธนาคารพาณิชย์และบริษัทเงินทุนตามกฎหมายว่าด้วยธุรกิจ สถาบันการเงิน และผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับที่มิใช่สถาบันการเงิน ตามประกาศกระทรวงการคลังว่าด้วยกิจการที่ต้องขออนุญาตตามข้อ 5 แห่งประกาศของคณะปฏิวัติ ฉบับที่ 58 (เรื่อง สินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับ) 5.1 คำจำกัดความ 5.1.1 “สินเชื่อรายย่อยเพื่อการประกอบอาชีพ” หมายความว่า การให้กู้ยืมเงิน การรับซื้อ ซื้อลด หรือรับช่วงซื้อลด
0047|0005|0014,ที่เป็นเจ้าของกรรมสิทธิ์ในรถ โดยผู้ประกอบธุรกิจมีการรับสมุดคู่มือจดทะเบียนรถ หรือจัดให้มีสัญญา เอกสาร หรือหลักฐานอื่นใด เพื่อให้เจ้าของกรรมสิทธิ์ในรถโอนทะเบียนรถไว้ล่วงหน้า เพื่อเป็นประกัน การชำระหนี้ หรือจัดให้มีสัญญา เอกสาร หรือหลักฐานอื่นใด เพื่อให้ผู้ประกอบธุรกิจสามารถนำรถ ที่เป็นกรรมสิทธิ์ของลูกหนี้ไปขายหรือดำเนินการอื่นใดเพื่อการชำระหนี้นั้น ทั้งนี้ ลูกหนี้ยังคงสามารถ ครอบครองรถและใช้ประโยชน์ในฐานะเจ้าของรถได้ตามปกติ
0047|0006|0000,5.2.2 การเรียกเก็บดอกเบี้ย เบี้ยปรับ ค่าปรับ ค่าบริการ ค่าธรรมเนียม และ ค่าใช้จ่ายใด ๆ จากผู้บริโภคควรคำนึงถึงต้นทุนที่แท้จริง ในอัตราที่เป็นธรรม และไม่เอาเปรียบผู้บริโภค รวมทั้งให้บริการแก่ผู้บริโภคอย่างเหมาะสมและเป็นธรรม 5.3 คุณสมบัติผู้ประกอบธุรกิจและการยื่นคำขออนุญาตการประกอบธุรกิจ ผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกำกับที่มิใช่ สถาบันการเงิน ผู้ถือหุ้นรายใหญ่ กรรมการ ผู้มีอำนาจในการจัดการของผู้ประกอบธุรกิจสินเชื่อรายย่อย เพื่อการประกอบอาชีพภายใต้การกำกับที่มิใช่สถาบันการเงิน รวมถึงกรรมการ หุ้นส่วนผู้จัดการ ผู้มีอำนาจ
0047|0009|0014,ที่กําหนดในประกาศฉบับนี้เป็นรายกรณีได้ โดยผู้ประกอบธุรกิจต้องขออนุญาตผ่อนผันโดยแสดงเหตุผล และความจําเป็นมายังธนาคารแห่งประเทศไทยตามที่กำหนดในคู่มือประชาชน และในการพิจารณา ผ่อนผันดังกล่าว ธนาคารแห่งประเทศไทยอาจกำหนดหลักเกณฑ์หรือเงื่อนไขอื่นเพิ่มเติมด้วยก็ได้ 5.7 การกำหนดหลักเกณฑ์หรือเงื่อนไขในลักษณะอื่นเป็นการทั่วไป ในกรณีเหตุจําเป็นที่ส่งผลกระทบต่อภาวะเศรษฐกิจหรือกระทบต่อการให้บริการ ตามปกติของผู้ประกอบธุรกิจ ธนาคารแห่งประเทศไทยอาจพิจารณาผ่อนผันหลักเกณฑ์หรือเงื่อนไข เกี่ยวกับการปฏิบัติ
0047|0012|0016,มิใช่สถาบันการเงิน ต้องดำเนินการให้ธนาคารแห่งประเทศไทย ผู้ตรวจ (ฝ่ายงาน) ภายนอก หรือหน่วยงานของทางการอื่น สามารถเข้าตรวจ (ฝ่ายงาน) การดำเนินงาน ระบบการควบคุมภายในต่าง ๆ รวมทั้งเรียกดูข้อมูลที่เกี่ยวข้อง กับงานที่ใช้บริการจากผู้ให้บริการภายนอกหรือผู้รับจ้างช่วงงานต่อ (ถ้ามี) เพื่อให้ทราบถึงการดำเนินงาน และความเสี่ยงที่แท้จริงอย่างครบถ้วน รวมทั้งให้ผู้ประกอบธุรกิจสินเชื่อรายย่อยเพื่อการประกอบอาชีพ ภายนอก ดังนี้ ภายใต้การกำกับที่มิใช่สถาบันการเงินปฏิบัติตามหลักเกณฑ์การกำกับดูแลการใช้บริการ
0047|0012|0028,จากผู้ให้บริการภายนอกรายเดิม โดยต้องพิจารณาให้ครอบคลุม ประเด็นสำคัญอย่างน้อย ดังต่อไปนี้ 9 (1.1) ความสามารถ ความเชี่ยวชาญ และประสบการณ์ในการดำเนินงาน (1.2) สถานะความมั่นคงทางการเงิน (1.3) ชื่อเสียงทางธุรกิจ ประวัติการถูกร้องเรียน หรือถูกฟ้องร้องดำเนินคดี (1.4) วัฒนธรรมองค์กรและนโยบายการให้บริการที่มีความเหมาะสมกับผู้ประกอบธุรกิจ สินเชื่อรายย่อยเพื่อการประกอบอาชีพภายใต้การกํากับที่มิใช่สถาบันการเงิน (1.5) ผลการประเมินผู้ให้บริการภายนอก หากเป็นการ
